tenant,jtl_database,jtl_version,marketplace_sample_group,jtl_internal_order_id,jtl_order_number,external_order_number_masked,raw_platform,raw_payment,raw_shipping,shop_store_field,marketplace_account_field,jtl_ui_channel,jtl_ui_payment,postgres_channel,postgres_payment,expected_canonical_marketplace,expected_canonical_payment,evidence_source,evidence_strength,status,reviewer,reviewed_at_utc,notes
My Company,,,Onlineshop/Direct,jtl-id#f48f78dfc918,order#f938453219db,99999,onlineshop,Überweisung,"DPD 1,2,3,4",,,,,onlineshop,Überweisung,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Onlineshop/Direct,jtl-id#542aa5e32804,order#eef7995e7abc,99999,onlineshop,PayPal,"DPD 1,2,3,4",,,,,onlineshop,PayPal,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Onlineshop/Direct,jtl-id#0180a6384ddc,order#a61924327925,99999,onlineshop,PayPal,"DPD 1,2,3,4",,,,,onlineshop,PayPal,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Onlineshop/Direct,jtl-id#9c51375411d3,order#67536f506f19,99999,onlineshop,PayPal,"DPD 1,2,3,4",,,,,onlineshop,PayPal,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Onlineshop/Direct,jtl-id#265c3a65b7dc,order#8be64f588e96,99999,onlineshop,Kreditkarte,"DPD 1,2,3,4",,,,,onlineshop,Kreditkarte,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Onlineshop/Direct,jtl-id#c228c9296b55,order#e2c3f6c7a6d2,99999,onlineshop,PayPal,"DPD 1,2,3,4",,,,,onlineshop,PayPal,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Onlineshop/Direct,jtl-id#3bb435166629,order#a676b8ef1124,99999,onlineshop,PayPal,"DPD 1,2,3,4",,,,,onlineshop,PayPal,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Onlineshop/Direct,jtl-id#a0e3786828ea,order#c3d8f95616c9,99999,onlineshop,Überweisung,"DHL 1, 2, 3, 4",,,,,onlineshop,Überweisung,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Onlineshop/Direct,jtl-id#16defa41b871,order#55ab90c1c824,99999,onlineshop,PayPal,4DHL Kleinpaket,,,,,onlineshop,PayPal,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Onlineshop/Direct,jtl-id#38f58a716815,order#41bada46b01a,99999,onlineshop,PayPal,"DPD 1,2,3,4",,,,,onlineshop,PayPal,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Onlineshop/Direct,jtl-id#3d341665f6a7,order#c8dc461f572b,99999,onlineshop,PayPal,4DHL Kleinpaket,,,,,onlineshop,PayPal,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Onlineshop/Direct,jtl-id#170622a23337,order#a075acf21d04,99999,onlineshop,Überweisung,"DPD 1,2,3,4",,,,,onlineshop,Überweisung,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Onlineshop/Direct,jtl-id#5667ae1b343e,order#08892e37c758,99999,onlineshop,PayPal,"DHL 1, 2, 3, 4",,,,,onlineshop,PayPal,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Onlineshop/Direct,jtl-id#333167a05cff,order#d529bf1d1b47,99999,onlineshop,Amazon Pay,"DHL 1, 2, 3, 4",,,,,onlineshop,Amazon Pay,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Onlineshop/Direct,jtl-id#063dca206ee1,order#95251b09b149,99999,onlineshop,PayPal,"DPD 1,2,3,4",,,,,onlineshop,PayPal,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Otto,jtl-id#0056ab1de2a6,order#9cdeaf33cf25,AAA9AAA9AA,weitere verkaufskanäle,Otto.de,"DHL 1, 2, 3, 4",,,,,weitere verkaufskanäle,Otto.de,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Otto,jtl-id#32d45d47a908,order#6e030ef802ee,AAA9AAAAA9,weitere verkaufskanäle,Otto.de,"DHL 1, 2, 3, 4",,,,,weitere verkaufskanäle,Otto.de,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Otto,jtl-id#f20a7c2b6adc,order#3d1cea55a94f,AAA9AAAAA9,weitere verkaufskanäle,Otto.de,"DHL 1, 2, 3, 4",,,,,weitere verkaufskanäle,Otto.de,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Otto,jtl-id#ebf3bc09fb47,order#6df1ff6b01d1,AAA9AAA9AA,weitere verkaufskanäle,Otto.de,"DHL 1, 2, 3, 4",,,,,weitere verkaufskanäle,Otto.de,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Otto,jtl-id#a1ad08df3c55,order#1fd6adf33222,AAA9AAA999,weitere verkaufskanäle,Otto.de,"DHL 1, 2, 3, 4",,,,,weitere verkaufskanäle,Otto.de,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Otto,jtl-id#048682987855,order#dfe63d9def90,AAA9AAAAAA,weitere verkaufskanäle,Otto.de,"DHL 1, 2, 3, 4",,,,,weitere verkaufskanäle,Otto.de,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Otto,jtl-id#74b1a3b19f9d,order#072b98244f48,AAA9AA999A,weitere verkaufskanäle,Otto.de,"DHL 1, 2, 3, 4",,,,,weitere verkaufskanäle,Otto.de,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Otto,jtl-id#bfcb16ab86e4,order#c2fffc47b3f6,AAA9AA9AAA,weitere verkaufskanäle,Otto.de,DPD WP,,,,,weitere verkaufskanäle,Otto.de,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Otto,jtl-id#d79c60275260,order#034a2892e9cf,AAA9AA9AAA,weitere verkaufskanäle,Otto.de,4DHL Kleinpaket,,,,,weitere verkaufskanäle,Otto.de,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Otto,jtl-id#387274a907cc,order#8be5367d9cae,AAA9AA9AAA,weitere verkaufskanäle,Otto.de,DPD WP,,,,,weitere verkaufskanäle,Otto.de,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Otto,jtl-id#e1e33c7ae4b4,order#f182e7a0479c,AAA9AA9AAA,weitere verkaufskanäle,Otto.de,"DPD 1,2,3,4",,,,,weitere verkaufskanäle,Otto.de,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Otto,jtl-id#0198eac10e16,order#3e0b833b2f5e,AAA9AA9AAA,weitere verkaufskanäle,Otto.de,"DHL 1, 2, 3, 4",,,,,weitere verkaufskanäle,Otto.de,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Otto,jtl-id#138eebf5e349,order#20367b5d1cd4,AAA9AA9999,weitere verkaufskanäle,Otto.de,"DHL 1, 2, 3, 4",,,,,weitere verkaufskanäle,Otto.de,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Otto,jtl-id#eb86208a838b,order#89832442ac61,AAA9AA99AA,weitere verkaufskanäle,Otto.de,"DHL 1, 2, 3, 4",,,,,weitere verkaufskanäle,Otto.de,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Otto,jtl-id#a61609d9040f,order#403d453afd79,AAA9AA99AA,weitere verkaufskanäle,Otto.de,"DHL 1, 2, 3, 4",,,,,weitere verkaufskanäle,Otto.de,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Otto,jtl-id#5888ecf8e309,order#283613972c2d,AAA9AAAAA9,weitere verkaufskanäle,Otto.de,"DHL 1, 2, 3, 4",,,,,weitere verkaufskanäle,Otto.de,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Otto,jtl-id#8da731305e23,order#b8efba7996a8,AAA9AAAAAA,weitere verkaufskanäle,Otto.de,"DHL 1, 2, 3, 4",,,,,weitere verkaufskanäle,Otto.de,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Otto,jtl-id#780501ac281f,order#54972ea63a46,AAA9AAAAA9,weitere verkaufskanäle,Otto.de,4DHL Kleinpaket,,,,,weitere verkaufskanäle,Otto.de,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Otto,jtl-id#446433a0239a,order#ee094ad0ee31,AAA9AAAAAA,weitere verkaufskanäle,Otto.de,"DHL 1, 2, 3, 4",,,,,weitere verkaufskanäle,Otto.de,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,Otto,jtl-id#6803452806b7,order#9b7dc1ca29fc,AAA9AAAA9A,weitere verkaufskanäle,Otto.de,"DHL 1, 2, 3, 4",,,,,weitere verkaufskanäle,Otto.de,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,payment-only-unresolved,jtl-id#80f68671b55e,order#bb82f4fc6a83,,jtl-wawi,MediaMarktSaturn,Unknown,,,,,jtl-wawi,MediaMarktSaturn,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,payment-only-unresolved,jtl-id#bd29b051b2f9,order#ed86b2bd374a,,jtl-wawi,MediaMarktSaturn,"DHL 1, 2, 3, 4",,,,,jtl-wawi,MediaMarktSaturn,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,payment-only-unresolved,jtl-id#aba9cc51b1e2,order#df220fe14915,,jtl-wawi,MediaMarktSaturn,"DPD 1,2,3,4",,,,,jtl-wawi,MediaMarktSaturn,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,payment-only-unresolved,jtl-id#6c6f98eadd5b,order#784323c0c4e9,,jtl-wawi,MediaMarktSaturn,"DPD 1,2,3,4",,,,,jtl-wawi,MediaMarktSaturn,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,payment-only-unresolved,jtl-id#ed02aa5402bf,order#d910b69e329a,,jtl-wawi,Amazon Pay,DHL Warenpost,,,,,jtl-wawi,Amazon Pay,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,payment-only-unresolved,jtl-id#ba3e6faa6922,order#1f342e5b355b,,jtl-wawi,Amazon Pay,"DPD 1,2,3,4",,,,,jtl-wawi,Amazon Pay,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,payment-only-unresolved,jtl-id#e51c49f973a4,order#a7516c90836b,,jtl-wawi,Amazon Pay,"DPD 6,10",,,,,jtl-wawi,Amazon Pay,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,payment-only-unresolved,jtl-id#fa67a776bc24,order#33f712453d86,,jtl-wawi,Amazon Pay,"DPD 1,2,3,4",,,,,jtl-wawi,Amazon Pay,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,payment-only-unresolved,jtl-id#ffce7d8ca7a1,order#710502f8204a,,jtl-wawi,Kaufland.de,DHL Warenpost,,,,,jtl-wawi,Kaufland.de,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,payment-only-unresolved,jtl-id#fbcbad80a53a,order#497236aaab44,,jtl-wawi,Amazon Marktplatz,DHL WP International,,,,,jtl-wawi,Amazon Marktplatz,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,payment-only-unresolved,jtl-id#0b955d682028,order#f888b4c83596,,jtl-wawi,Amazon Marktplatz,"DHL 1, 2, 3, 4",,,,,jtl-wawi,Amazon Marktplatz,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,payment-only-unresolved,jtl-id#60ee3be85dfa,order#bc33f7edde4d,,jtl-wawi,MediaMarktSaturn,"DHL 1, 2, 3, 4",,,,,jtl-wawi,MediaMarktSaturn,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,payment-only-unresolved,jtl-id#272eea46c9e8,order#607723536d7f,,jtl-wawi,OTTO market,"DHL 1, 2, 3, 4",,,,,jtl-wawi,OTTO market,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,payment-only-unresolved,jtl-id#84ed0d199fc1,order#0802213dddff,,jtl-wawi,Amazon Marktplatz,DHL Warenpost,,,,,jtl-wawi,Amazon Marktplatz,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,payment-only-unresolved,jtl-id#950f535da892,order#8b3c174185a2,,jtl-wawi,Amazon Marktplatz,DPD WP,,,,,jtl-wawi,Amazon Marktplatz,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,payment-only-unresolved,jtl-id#3f96bb15bf6a,order#57ecc0bc63e8,,jtl-wawi,Amazon Marktplatz,DPD WP,,,,,jtl-wawi,Amazon Marktplatz,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,payment-only-unresolved,jtl-id#44065fd5787b,order#8b425c91c3f4,,jtl-wawi,Kaufland,"DHL 1, 2, 3, 4",,,,,jtl-wawi,Kaufland,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,payment-only-unresolved,jtl-id#7a98c22ae38c,order#1d3a99189292,,jtl-wawi,Kaufland,"DPD 1,2,3,4",,,,,jtl-wawi,Kaufland,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,payment-only-unresolved,jtl-id#7e62ce154998,order#ba3356e42801,,jtl-wawi,Kaufland,"DPD 1,2,3,4",,,,,jtl-wawi,Kaufland,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,payment-only-unresolved,jtl-id#740c59b88403,order#2455a6f366e9,,jtl-wawi,Kaufland,"DPD 1,2,3,4",,,,,jtl-wawi,Kaufland,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,unresolved,jtl-id#a5feefffa541,order#e06511bc67b2,AA99999999-99-A,weitere verkaufskanäle,Conrad Electronic,"DHL 1, 2, 3, 4",,,,,weitere verkaufskanäle,Conrad Electronic,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,unresolved,jtl-id#131eb600b88c,order#6f4238a830b5,AA99999999-99-A,weitere verkaufskanäle,Conrad Electronic,"DPD 1,2,3,4",,,,,weitere verkaufskanäle,Conrad Electronic,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,unresolved,jtl-id#3840c9256245,order#f9d88f6d9cd9,,jtl-wawi,Überweisung,"DPD 1,2,3,4",,,,,jtl-wawi,Überweisung,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,unresolved,jtl-id#70c861c45df5,order#dbe0094560ef,,jtl-wawi,Kauf auf Rechnung,4DHL Kleinpaket,,,,,jtl-wawi,Kauf auf Rechnung,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,unresolved,jtl-id#acd2bde7714f,order#85d8a0d4f3a5,AA99999999-99-A,weitere verkaufskanäle,Conrad Electronic,"DPD 1,2,3,4",,,,,weitere verkaufskanäle,Conrad Electronic,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,unresolved,jtl-id#f50d96732e44,order#489c44ec79a2,,jtl-wawi,Kauf auf Rechnung,DHL 2er INT,,,,,jtl-wawi,Kauf auf Rechnung,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,unresolved,jtl-id#aff67b3bccb3,order#29d146dd48fe,AA99999999-99-A,weitere verkaufskanäle,Conrad Electronic,"DPD 1,2,3,4",,,,,weitere verkaufskanäle,Conrad Electronic,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,unresolved,jtl-id#c6b5761aa569,order#3aa2c3b58603,AA99999999-99-A,weitere verkaufskanäle,Conrad Electronic,"DPD 1,2,3,4",,,,,weitere verkaufskanäle,Conrad Electronic,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,unresolved,jtl-id#bf01c7b5c77a,order#c2267a14a60f,AA99999999-99-A,weitere verkaufskanäle,Conrad Electronic,4DHL Kleinpaket,,,,,weitere verkaufskanäle,Conrad Electronic,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,unresolved,jtl-id#f104645aed81,order#5b624a58eaff,AA99999999-99-A,weitere verkaufskanäle,Conrad Electronic,"DPD 1,2,3,4",,,,,weitere verkaufskanäle,Conrad Electronic,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,unresolved,jtl-id#45bc90f22c79,order#30018cb55d1d,AA99999999-99-A,weitere verkaufskanäle,Conrad Electronic,"DHL 1, 2, 3, 4",,,,,weitere verkaufskanäle,Conrad Electronic,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,unresolved,jtl-id#ddf8a064e987,order#3f821d29e985,9999999999-99-A,weitere verkaufskanäle,Conrad Electronic,"DHL 1, 2, 3, 4",,,,,weitere verkaufskanäle,Conrad Electronic,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,unresolved,jtl-id#997287eba7b0,order#5ee4415bd3fe,9999999999-99-A,weitere verkaufskanäle,Conrad Electronic,"DPD 1,2,3,4",,,,,weitere verkaufskanäle,Conrad Electronic,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,unresolved,jtl-id#9dee8067fbd3,order#f53dc9f6dc50,AA99999999-99-A,weitere verkaufskanäle,Conrad Electronic,"DPD 1,2,3,4",,,,,weitere verkaufskanäle,Conrad Electronic,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,unresolved,jtl-id#619b8ed5b3b7,order#fbd50b4324b0,,jtl-wawi,Hood,4DHL Kleinpaket,,,,,jtl-wawi,Hood,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,unresolved,jtl-id#1d4e791998ef,order#f273facbaa9d,AA99999999-99-A,weitere verkaufskanäle,Conrad Electronic,"DHL 1, 2, 3, 4",,,,,weitere verkaufskanäle,Conrad Electronic,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,unresolved,jtl-id#dc3c4f3927f9,order#6d18327289ef,,jtl-wawi,Vorkasse,Unknown,,,,,jtl-wawi,Vorkasse,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,unresolved,jtl-id#b1a09385ccdf,order#b790041a3b7e,AA99999999-99-A,weitere verkaufskanäle,Conrad Electronic,"DPD 1,2,3,4",,,,,weitere verkaufskanäle,Conrad Electronic,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,unresolved,jtl-id#7aa72566a64a,order#b7a8ec879e9c,9999999999-99-A,weitere verkaufskanäle,Conrad Electronic,"DPD 1,2,3,4",,,,,weitere verkaufskanäle,Conrad Electronic,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
My Company,,,unresolved,jtl-id#1fe36d2469ce,order#b294b4095f6e,9999999999-99-A,weitere verkaufskanäle,Conrad Electronic,"DHL 1, 2, 3, 4",,,,,weitere verkaufskanäle,Conrad Electronic,,,reporting_postgresql_read_only,insufficient,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,eBay,jtl-id#99e095af6b6c,order#8d8538e7cbbf,99-99999-99999,ebay.de,eBay Managed Payments,GLS Paket,,,,,ebay.de,eBay Managed Payments,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,eBay,jtl-id#3350f5517c17,order#2044b67a2b89,99-99999-99999,ebay.de,eBay Managed Payments,GLS Paket,,,,,ebay.de,eBay Managed Payments,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,eBay,jtl-id#1b59d9183eda,order#8aab8fb5f1a9,99-99999-99999,ebay.de,eBay Managed Payments,GLS Paket,,,,,ebay.de,eBay Managed Payments,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,eBay,jtl-id#46754534f799,order#2b8616d58aef,99-99999-99999,ebay.de,eBay Managed Payments,GLS Paket,,,,,ebay.de,eBay Managed Payments,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,eBay,jtl-id#ef075febee7d,order#71c23d9658cc,99-99999-99999,ebay.de,eBay Managed Payments,Lieferung bis Bordsteinkante,,,,,ebay.de,eBay Managed Payments,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,eBay,jtl-id#e077c3a36712,order#2baab0452bed,99-99999-99999,ebay.de,eBay Managed Payments,Lieferung bis Bordsteinkante,,,,,ebay.de,eBay Managed Payments,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,eBay,jtl-id#64b3db28d65e,order#99e0483fe4ac,99-99999-99999,ebay.de,eBay Managed Payments,GLS 1,,,,,ebay.de,eBay Managed Payments,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,eBay,jtl-id#69c64448596b,order#392ed6711025,99-99999-99999,ebay.de,eBay Managed Payments,GLS Paket,,,,,ebay.de,eBay Managed Payments,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,eBay,jtl-id#3294804b1402,order#83f16a7746e6,99-99999-99999,ebay.de,eBay Managed Payments,GLS Paket,,,,,ebay.de,eBay Managed Payments,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,eBay,jtl-id#1c17b607d29c,order#61aad04aa934,99-99999-99999,ebay.de,eBay Managed Payments,GLS 1,,,,,ebay.de,eBay Managed Payments,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,eBay,jtl-id#0a5cd82be8dc,order#91bca017d067,99-99999-99999,ebay.de,eBay Managed Payments,Lieferung bis Bordsteinkante,,,,,ebay.de,eBay Managed Payments,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,eBay,jtl-id#e89061537db2,order#30a13105878f,99-99999-99999,ebay.de,eBay Managed Payments,GLS Paket,,,,,ebay.de,eBay Managed Payments,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,eBay,jtl-id#17eb4aa69de4,order#0932f0b53f46,99-99999-99999,ebay.de,eBay Managed Payments,GLS Paket,,,,,ebay.de,eBay Managed Payments,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
jtl desktop 3,,,eBay,jtl-id#5226202f05b5,order#e52477d26b5d,99-99999-99999,ebay.de,eBay Managed Payments,GLS 1,,,,,ebay.de,eBay Managed Payments,,,reporting_postgresql_read_only,candidate_only,unresolved,,,Candidate sample only; direct JTL SQL and JTL-Wawi confirmation required.
